Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
Hypnotic Poison Roller Pearl Diorfor women,for women,4.42,224,"['vanilla', 'almond', 'powdery', 'soft spicy', 'anis', 'woody', 'nutty', 'sweet', 'floral', 'fruity']",['Annick Menardo'],Hypnotic Poison Roller PearlbyDioris a Amber Vanilla fragrance for women.Hypnotic Poison Roller Pearlwas launched in 2019. The nose behind this fragrance is Annick Menardo.
Midnight Poison Elixir Diorfor women,for women,4.36,722,"['patchouli', 'caramel', 'rose', 'vanilla', 'amber', 'woody', 'sweet', 'balsamic', 'warm spicy', 'earthy']",['François Demachy'],Midnight Poison ElixirbyDioris a Amber Woody fragrance for women.Midnight Poison Elixirwas launched in 2008. The nose behind this fragrance is François Demachy.
Poison Diorfor women,for women,3.94,"14,700","['fruity', 'sweet', 'amber', 'white floral', 'woody', 'warm spicy', 'tuberose', 'balsamic', 'floral', 'honey']","['Edouard Fléchier', 'Maurice Roger']","PoisonbyDioris a Amber Floral fragrance for women.Poisonwas launched in 1985. Poison was created by Edouard Flechier and Maurice Roger. Top notes are Plum, Wild Berries, Coriander, Anise and Brazilian Rosewood; middle notes are Tuberose, Incense, White Honey, Cinnamon, Opoponax, Carnation, Jasmine, African Orange Flower and Rose; base notes are Vanille, Amber, Sandalwood, Heliotrope, Musk, Vetiver and Virginia Cedar."
Poison Eau de Cologne Diorfor women,for women,4.45,256,"['woody', 'amber', 'sweet', 'fruity', 'white floral', 'warm spicy', 'powdery', 'balsamic', 'tuberose', 'honey']",['Edouard Fléchier'],"Poison Eau de ColognebyDioris a Amber Floral fragrance for women.Poison Eau de Colognewas launched in 1985. The nose behind this fragrance is Edouard Flechier. Top notes are Plum, Wild Berries, Anise, Palisander Rosewood, Coriander and Allspice; middle notes are Tuberose, Incense, White Honey, Opoponax, Cinnamon, Rose, Cloves, Jasmine and Orange Blossom; base notes are Musk, Amber, Sandalwood, Heliotrope, Vanilla, Vetiver and Virginia Cedar."
Poison Esprit de Parfum Diorfor women,for women,4.57,794,"['amber', 'warm spicy', 'sweet', 'woody', 'fruity', 'white floral', 'powdery', 'tuberose', 'honey', 'balsamic']",['Edouard Fléchier'],"Poison Esprit de ParfumbyDioris a Floral fragrance for women.Poison Esprit de Parfumwas launched during the 1990's. The nose behind this fragrance is Edouard Flechier. Top notes are Plum, Forest Fruits, Palisander Rosewood, Anise, Coriander and Pepper; middle notes are Tuberose, Honey, Incense, Cloves, Cinnamon, Opoponax, Rose, Jasmine and Orange Blossom; base notes are Vanilla, Amber, Musk, Heliotrope, Sandalwood, Vetiver and Cedar."
Poison Girl Diorfor women,for women,3.93,"8,624","['vanilla', 'sweet', 'almond', 'powdery', 'citrus', 'amber', 'nutty', 'woody', 'fruity', 'warm spicy']",['François Demachy'],"Poison GirlbyDioris a Amber Vanilla fragrance for women.Poison Girlwas launched in 2016. The nose behind this fragrance is François Demachy. Top notes are Bitter Orange and Lemon; middle notes are Damask Rose, Grasse Rose and Orange Blossom; base notes are Vanilla, Almond, Tonka Bean, Tolu Balsam, Sandalwood, Cashmeran and Heliotrope."
Poison Girl Eau De Toilette Diorfor women,for women,4.07,"2,614","['citrus', 'vanilla', 'sweet', 'caramel', 'powdery', 'amber', 'white floral']",['François Demachy'],"Poison Girl Eau De ToilettebyDioris a Amber Vanilla fragrance for women.Poison Girl Eau De Toilettewas launched in 2017. The nose behind this fragrance is François Demachy. Top notes are Frosted Orange, Bitter Orange and Lemon; middle notes are Orange Blossom, Neroli, Grasse Rose and Damask Rose; base notes are Vanilla, Caramel, Tonka Bean, Heliotrope and Cashmeran."
Poison Girl Eau de Toilette Roller Pearl Diorfor women,for women,4.01,94,"['citrus', 'vanilla', 'sweet', 'caramel', 'powdery', 'amber', 'rose', 'white floral', 'woody']",['François Demachy'],"Poison Girl Eau de Toilette Roller PearlbyDioris a Amber Vanilla fragrance for women.Poison Girl Eau de Toilette Roller Pearlwas launched in 2018. The nose behind this fragrance is François Demachy. Top notes are Frosted Orange, Bitter Orange and Lemon; middle notes are Grasse Rose, Damask Rose, Orange Blossom and Neroli; base notes are Vanilla, Caramel, Tonka Bean, Cashmeran and Heliotrope."
Poison Girl Unexpected Diorfor women,for women,3.95,"1,366","['vanilla', 'citrus', 'warm spicy', 'sweet', 'woody', 'powdery', 'nutty', 'amber', 'fresh', 'rose']",['François Demachy'],"Poison Girl UnexpectedbyDioris a Amber Vanilla fragrance for women.Poison Girl Unexpectedwas launched in 2018. The nose behind this fragrance is François Demachy. Top notes are Ginger, Blood Orange and Lemon; middle note is Damask Rose; base notes are Vanilla, Tonka Bean, Hazelnut and Cashmeran."
Poison Girl Unexpected Roller Pearl Diorfor women,for women,4.19,135,"['citrus', 'vanilla', 'warm spicy', 'sweet', 'powdery', 'woody', 'rose', 'nutty', 'amber', 'fresh']",['François Demachy'],"Poison Girl Unexpected Roller PearlbyDioris a Amber Vanilla fragrance for women.Poison Girl Unexpected Roller Pearlwas launched in 2018. The nose behind this fragrance is François Demachy. Top notes are Ginger, Blood Orange and Lemon; middle note is Damask Rose; base notes are Vanilla, Tonka Bean, Hazelnut and Cashmeran."
Tendre Poison Diorfor women,for women,4.04,"3,151","['white floral', 'citrus', 'floral', 'tuberose', 'sweet', 'powdery', 'honey', 'woody', 'animalic', 'fresh spicy']",['Edouard Fléchier'],"Tendre PoisonbyDioris a Floral fragrance for women.Tendre Poisonwas launched in 1994. The nose behind this fragrance is Edouard Flechier. Top notes are Asafoetida, Bergamot, Brazilian Rosewood and Mandarin Orange; middle notes are Tuberose, Honey, Orange Blossom, Freesia and Rose; base notes are Musk, Sandalwood, Heliotrope and Vanilla."
Tendre Poison Parfum Diorfor women,for women,4.56,18,"['powdery', 'vanilla', 'woody', 'tuberose', 'rose', 'balsamic', 'green', 'white floral', 'floral', 'musky']",['Edouard Fléchier'],"Tendre Poison ParfumbyDioris a Floral fragrance for women.Tendre Poison Parfumwas launched in 1994. The nose behind this fragrance is Edouard Fléchier. Top notes are Asafoetida, Brazilian Rosewood, Galbanum, Bergamot and Tangerine; middle notes are Rose, Tuberose, Honey, Neroli, Freesia and Orange; base notes are Heliotrope, Vanilla, Sandalwood and Musk."
Sauvage Diorfor men,for men,3.88,"23,727","['fresh spicy', 'amber', 'citrus', 'aromatic', 'musky', 'woody', 'herbal', 'lavender', 'warm spicy']",['François Demachy'],"SauvagebyDioris a Aromatic Fougere fragrance for men.Sauvagewas launched in 2015. The nose behind this fragrance is François Demachy. Top notes are Calabrian bergamot and Pepper; middle notes are Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium and elemi; base notes are Ambroxan, Cedar and Labdanum."
Sauvage Eau de Parfum Diorfor men,for men,4.19,"9,248","['fresh spicy', 'citrus', 'amber', 'lavender', 'musky', 'herbal', 'aromatic', 'anis', 'soft spicy', 'vanilla']",['François Demachy'],"Sauvage Eau de ParfumbyDioris a Amber Fougere fragrance for men.Sauvage Eau de Parfumwas launched in 2018. The nose behind this fragrance is François Demachy. Top note is Bergamot; middle notes are Sichuan Pepper, Lavender, Star Anise and Nutmeg; base notes are Ambroxan and Vanilla."
Sauvage Elixir Diorfor men,for men,4.33,"11,229","['warm spicy', 'fresh spicy', 'woody', 'aromatic', 'lavender', 'soft spicy', 'cinnamon', 'amber', 'powdery', 'balsamic']",['François Demachy'],"Sauvage ElixirbyDioris a Aromatic fragrance for men.Sauvage Elixirwas launched in 2021. The nose behind this fragrance is François Demachy. Top notes are Nutmeg, Cinnamon, Cardamom and Grapefruit; middle note is Lavender; base notes are Licorice, Sandalwood, Amber, Patchouli and Haitian Vetiver."
Sauvage Parfum Diorfor men,for men,4.04,"3,846","['citrus', 'woody', 'amber', 'aromatic', 'vanilla', 'fresh spicy', 'warm spicy', 'powdery', 'balsamic', 'sweet']",['François Demachy'],"Sauvage ParfumbyDioris a Amber Fougere fragrance for men.Sauvage Parfumwas launched in 2019. The nose behind this fragrance is François Demachy. Top notes are Bergamot, Mandarin Orange and elemi; middle note is Sandalwood; base notes are Olibanum, Tonka Bean and Vanilla."
Sauvage Very Cool Spray Diorfor men,for men,4.22,786,"['fresh spicy', 'citrus', 'aromatic', 'amber', 'woody', 'musky', 'lavender', 'herbal']",['François Demachy'],"Sauvage Very Cool SpraybyDioris a Aromatic Fougere fragrance for men.Sauvage Very Cool Spraywas launched in 2017. The nose behind this fragrance is François Demachy. Top notes are Grapefruit, Bergamot and Pepper; middle notes are Lavender, Sichuan Pepper, Pink Pepper, Geranium, elemi, Patchouli and Vetiver; base notes are Ambroxan and Cedar."
Do Son Limited Edition Diptyquefor women and men,for women and men,3.72,46,"['white floral', 'tuberose', 'musky', 'animalic']",['Fabrice Pellegrin'],"Do Son Limited EditionbyDiptyqueis a Floral fragrance for women and men. This is a new fragrance.Do Son Limited Editionwas launched in 2024. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Orange Blossom, Orange Leaf and Pink Pepper; middle notes are Tuberose and Jasmine; base notes are Musk, Rose and Benzoin."
Eau Rose Eau De Parfum Diptyquefor women,for women,4.27,772,"['rose', 'floral', 'herbal', 'fruity', 'tropical', 'musky', 'woody', 'aromatic', 'green', 'fresh']",['Fabrice Pellegrin'],"Eau Rose Eau De ParfumbyDiptyqueis a Floral Woody Musk fragrance for women. This is a new fragrance.Eau Rose Eau De Parfumwas launched in 2022. The nose behind this fragrance is Fabrice Pellegrin. Top note is Litchi; middle notes are Damask Rose, Grasse Rose, Rose Water, Chamomile and Artichoke; base notes are Musk and Woody Notes."
Jardin Clos Diptyquefor women and men,for women and men,3.81,137,"['floral', 'green', 'mossy', 'earthy', 'powdery', 'woody', 'fresh spicy', 'amber', 'ozonic', 'fresh']",['Daniel Moliere'],"Jardin ClosbyDiptyqueis a Floral Green fragrance for women and men.Jardin Closwas launched in 2003. The nose behind this fragrance is Daniel Moliere. Top notes are Lilac and Watermelon; middle notes are Hyacinth and Musk; base notes are Oakmoss, Tolu Balsam and Cedar."
L'Eau Papier Diptyquefor women and men,for women and men,4.06,"1,695","['musky', 'powdery', 'yellow floral', 'woody', 'sweet', 'floral']",['Fabrice Pellegrin'],L'Eau PapierbyDiptyqueis a Woody fragrance for women and men. This is a new fragrance.L'Eau Papierwas launched in 2023. The nose behind this fragrance is Fabrice Pellegrin.
Virgilio Diptyquefor women and men,for women and men,3.89,84,"['aromatic', 'woody', 'fresh spicy', 'green', 'earthy', 'herbal']",['Serge Kalouguine'],VirgiliobyDiptyqueis a Woody Aromatic fragrance for women and men.Virgiliowas launched in 1990. The nose behind this fragrance is Serge Kalouguine. Top note is Basil; middle notes are Caraway and Woodsy Notes; base notes are Vetiver and Cedar.
34 Boulevard Saint Germain Diptyquefor women and men,for women and men,4.19,"1,642","['warm spicy', 'woody', 'green', 'aromatic', 'amber', 'cinnamon', 'fruity', 'fresh', 'fresh spicy', 'soft spicy']",['Olivier Pescheux'],"34 Boulevard Saint GermainbyDiptyqueis a Chypre Floral fragrance for women and men.34 Boulevard Saint Germainwas launched in 2011. The nose behind this fragrance is Olivier Pescheux. Top notes are Clove, Cinnamon, Black Currant, Cardamom, Fig Leaf, Pink Pepper, Green Notes and Citruses; middle notes are Geranium, Iris, Tuberose, Violet and Rose; base notes are Woodsy Notes, Resin and Eucalyptus."
Eau de 34 Diptyquefor women and men,for women and men,3.77,364,"['citrus', 'aromatic', 'fresh spicy', 'woody', 'lavender']",['Olivier Pescheux'],"Eau de 34byDiptyqueis a Amber Spicy fragrance for women and men.Eau de 34was launched in 2013. The nose behind this fragrance is Olivier Pescheux. Top notes are Verbena, Bitter Orange, Juniper Berries, Grapefruit, Lemon, Lavender, Birch Leaf, Nutmeg and Cinammon; middle notes are Geranium and Tuberose; base notes are Cedar, Moss, Incense, Labdanum and Patchouli."
L'Eau du Trente-Quatre Diptyquefor women and men,for women and men,3.75,105,"['aromatic', 'woody', 'fruity', 'earthy', 'green', 'soft spicy', 'mossy', 'balsamic', 'fresh', 'terpenic']",['Olivier Pescheux'],L'Eau du Trente-QuatrebyDiptyqueis a Aromatic Green fragrance for women and men.L'Eau du Trente-Quatrewas launched in 2013. The nose behind this fragrance is Olivier Pescheux.
Do Son Eau de Parfum Diptyquefor women and men,for women and men,4.07,"1,682","['tuberose', 'white floral', 'musky', 'animalic', 'green']",['Fabrice Pellegrin'],Do Son Eau de ParfumbyDiptyqueis a Floral fragrance for women and men.Do Son Eau de Parfumwas launched in 2013. The nose behind this fragrance is Fabrice Pellegrin.
Eau Capitale Eau de Parfum Diptyquefor women and men,for women and men,4.05,"1,433","['rose', 'patchouli', 'woody', 'warm spicy', 'citrus', 'earthy', 'floral', 'soft spicy', 'balsamic']",['Olivier Pescheux'],Eau Capitale Eau de ParfumbyDiptyqueis a Chypre Floral fragrance for women and men.Eau Capitale Eau de Parfumwas launched in 2019. The nose behind this fragrance is Olivier Pescheux. Top notes are Pink Pepper and Bergamot; middle note is Rose; base note is Patchouli.
Eau Duelle Eau de Parfum Diptyquefor women and men,for women and men,4.27,"1,679","['vanilla', 'powdery', 'balsamic', 'sweet']",['Fabrice Pellegrin'],Eau Duelle Eau de ParfumbyDiptyqueis a Aromatic Spicy fragrance for women and men.Eau Duelle Eau de Parfumwas launched in 2013. The nose behind this fragrance is Fabrice Pellegrin.
Eau Rihla Eau de Parfum Diptyquefor women and men,for women and men,4.26,318,"['leather', 'powdery', 'sweet', 'animalic', 'fruity', 'woody', 'iris', 'vanilla', 'warm spicy', 'smoky']",['Fabrice Pellegrin'],"Eau Rihla Eau de ParfumbyDiptyqueis a Amber Woody fragrance for women and men.Eau Rihla Eau de Parfumwas launched in 2021. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Raspberry, Saffron and Pink Pepper; middle notes are Leather, Iris and Cedar; base notes are Vanilla and Musk."
Fleur de Peau Eau de Parfum Diptyquefor women and men,for women and men,4.11,"2,901","['musky', 'powdery', 'iris', 'aldehydic', 'amber', 'soft spicy', 'woody', 'floral', 'fresh', 'earthy']",['Olivier Pescheux'],"Fleur de Peau Eau de ParfumbyDiptyqueis a Floral Aldehyde fragrance for women and men.Fleur de Peau Eau de Parfumwas launched in 2018. The nose behind this fragrance is Olivier Pescheux. Top notes are Aldehydes, Pink Pepper, Angelica and Bergamot; middle notes are Iris and Turkish Rose; base notes are Musk, Ambrette (Musk Mallow), Carrot, Ambergris, Sandalwood, Leather and Amberwood."
L’Ombre Dans L’Eau Eau de Parfum Diptyquefor women and men,for women and men,4.06,"1,279","['green', 'fruity', 'rose', 'aromatic', 'fresh spicy', 'floral', 'soft spicy', 'citrus']",['Serge Kalouguine'],L’Ombre Dans L’Eau Eau de ParfumbyDiptyqueis a Floral fragrance for women and men.L’Ombre Dans L’Eau Eau de Parfumwas launched in 2012. The nose behind this fragrance is Serge Kalouguine.
Orphéon Eau de Parfum Diptyquefor women and men,for women and men,4.24,"2,184","['powdery', 'woody', 'aromatic', 'fresh spicy', 'white floral', 'vanilla']",['Olivier Pescheux'],"Orphéon Eau de ParfumbyDiptyqueis a Woody Chypre fragrance for women and men.Orphéon Eau de Parfumwas launched in 2021. The nose behind this fragrance is Olivier Pescheux. Top note is Juniper Berries; middle note is Jasmine; base notes are Powdery Notes, Cedar and Tonka Bean."
Philosykos Eau de Parfum Diptyquefor women and men,for women and men,4.17,"8,334","['green', 'woody', 'sweet', 'fresh', 'fruity', 'lactonic', 'coconut']",['Olivia Giacobetti'],"Philosykos Eau de ParfumbyDiptyqueis a Woody Aromatic fragrance for women and men.Philosykos Eau de Parfumwas launched in 1996. The nose behind this fragrance is Olivia Giacobetti. Top notes are Fig Leaf and Fig; middle notes are Green Notes and Coconut; base notes are Fig Tree, Woody Notes and Cedar."
Philosykos Eau de Parfum 2012 Diptyquefor women and men,for women and men,4.21,890,"['woody', 'green', 'fresh', 'fruity', 'sweet', 'lactonic']",['Olivia Giacobetti'],Philosykos Eau de Parfum 2012byDiptyqueis a Aromatic Green fragrance for women and men.Philosykos Eau de Parfum 2012was launched in 2012. The nose behind this fragrance is Olivia Giacobetti. Top notes are Fig Leaf and Fig; middle note is Fig Tree; base notes are Woody Notes and Black Pepper.
Tam Dao Eau de Parfum Diptyquefor women and men,for women and men,4.14,"2,009","['woody', 'powdery', 'warm spicy', 'aromatic']",['Daniel Moliere'],Tam Dao Eau de ParfumbyDiptyqueis a Woody fragrance for women and men.Tam Dao Eau de Parfumwas launched in 2013. The nose behind this fragrance is Daniel Moliere.
Tempo Eau de Parfum Diptyquefor women and men,for women and men,4.16,"1,496","['aromatic', 'patchouli', 'woody', 'soft spicy', 'warm spicy', 'fresh spicy', 'earthy', 'ozonic', 'balsamic', 'citrus']",['Olivier Pescheux'],Tempo Eau de ParfumbyDiptyqueis a Aromatic Spicy fragrance for women and men.Tempo Eau de Parfumwas launched in 2018. The nose behind this fragrance is Olivier Pescheux.
Vetyverio Eau De Parfum Diptyquefor women and men,for women and men,3.98,605,"['citrus', 'woody', 'aromatic', 'earthy', 'rose', 'patchouli', 'green']",['Olivier Pescheux'],"Vetyverio Eau De ParfumbyDiptyqueis a Floral Woody Musk fragrance for women and men.Vetyverio Eau De Parfumwas launched in 2017. The nose behind this fragrance is Olivier Pescheux. Top notes are Grapefruit and Mandarin Orange; middle note is Turkish Rose; base notes are Haitian Vetiver, Vetiver and Patchouli."
Volutes Eau de Parfum Diptyquefor women and men,for women and men,4.19,929,"['tobacco', 'sweet', 'iris', 'honey', 'powdery', 'warm spicy', 'violet', 'earthy', 'amber', 'floral']",['Fabrice Pellegrin'],Volutes Eau de ParfumbyDiptyqueis a Woody fragrance for women and men.Volutes Eau de Parfumwas launched in 2012. The nose behind this fragrance is Fabrice Pellegrin.
Do Son Eau de Toilette Diptyquefor women,for women,3.96,"3,494","['white floral', 'tuberose', 'animalic', 'musky']",['Fabrice Pellegrin'],"Do Son Eau de ToilettebyDiptyqueis a Floral fragrance for women.Do Son Eau de Toilettewas launched in 2005. The nose behind this fragrance is Fabrice Pellegrin. Top notes are African Orange Flower, Iris and Rose; middle notes are Tuberose and Pink Pepper; base notes are Musk and Benzoin."
Eau des Sens Eau de Toilette Diptyquefor women and men,for women and men,3.94,"2,001","['citrus', 'white floral', 'woody', 'musky', 'aromatic', 'fresh spicy', 'amber', 'patchouli', 'sweet']",['Olivier Pescheux'],Eau des Sens Eau de ToilettebyDiptyqueis a Citrus Aromatic fragrance for women and men.Eau des Sens Eau de Toilettewas launched in 2016. The nose behind this fragrance is Olivier Pescheux. Top notes are Orange Blossom and Bitter Orange; middle note is Juniper Berries; base notes are Angelica and Patchouli.
Eau Duelle Eau de Toilette Diptyquefor women and men,for women and men,4.21,"4,314","['aromatic', 'vanilla', 'fresh spicy', 'warm spicy', 'balsamic', 'amber', 'powdery', 'woody', 'soft spicy', 'sweet']",['Fabrice Pellegrin'],Eau Duelle Eau de ToilettebyDiptyqueis a Amber Spicy fragrance for women and men.Eau Duelle Eau de Toilettewas launched in 2010. The nose behind this fragrance is Fabrice Pellegrin.
Eau Lente Eau de Toilette Diptyquefor women and men,for women and men,3.88,613,"['warm spicy', 'cinnamon', 'amber', 'balsamic', 'sweet']","['Desmond Knox-Leet', 'Serge Kalouguine']",Eau Lente Eau de ToilettebyDiptyqueis a Amber fragrance for women and men.Eau Lente Eau de Toilettewas launched in 1986. Eau Lente Eau de Toilette was created by Desmond Knox-Leet and Serge Kalouguine. Top notes are Clove and Cinnamon; middle note is Spices; base note is Opoponax.
Fleur de Peau Multiuse Fragrance Diptyquefor women and men,for women and men,4.3,66,"['white floral', 'musky', 'fresh', 'aldehydic', 'floral', 'powdery', 'citrus', 'iris', 'soapy', 'aromatic']",['Olivier Pescheux'],"Fleur de Peau Multiuse FragrancebyDiptyqueis a Floral Aldehyde fragrance for women and men.Fleur de Peau Multiuse Fragrancewas launched in 2020. The nose behind this fragrance is Olivier Pescheux. Top notes are Aldehydes and Bergamot; middle notes are Lily-of-the-Valley, Iris and Jasmine; base notes are Ambrette (Musk Mallow) and Musk."
Florabellio Eau de Toilette Diptyquefor women and men,for women and men,3.43,699,"['marine', 'floral', 'salty', 'aromatic', 'coffee', 'fruity', 'fresh', 'soft spicy', 'warm spicy', 'aquatic']",['Fabrice Pellegrin'],"Florabellio Eau de ToilettebyDiptyqueis a Aromatic Spicy fragrance for women and men.Florabellio Eau de Toilettewas launched in 2015. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Sea Notes, Sea Salt and Fennel; middle notes are Apple Blossom and Osmanthus; base notes are Roasted Coffee Beans and Sesame."
L'Autre Eau de Toilette Diptyquefor women and men,for women and men,3.77,156,"['fresh spicy', 'aromatic', 'warm spicy', 'floral']",['Serge Kalouguine'],"L'Autre Eau de ToilettebyDiptyqueis a Amber Spicy fragrance for women and men.L'Autre Eau de Toilettewas launched in 1973. The nose behind this fragrance is Serge Kalouguine. Top notes are Cardamom, Pepper and Carnation; middle notes are Caraway, Nutmeg and Coriander; base note is Patchouli."
L'Eau Eau de Toilette Diptyquefor women and men,for women and men,3.84,497,"['warm spicy', 'cinnamon', 'rose', 'fresh spicy', 'aromatic']",['Desmond Knox-Leet'],L'Eau Eau de ToilettebyDiptyqueis a Amber fragrance for women and men.L'Eau Eau de Toilettewas launched in 1968. The nose behind this fragrance is Desmond Knox-Leet. Top notes are Cinnamon and Rose; middle note is Geranium; base notes are Cloves and Sandalwood.
L'Eau Trois Eau de Toilette Diptyquefor women and men,for women and men,4.18,371,"['aromatic', 'amber', 'fresh spicy', 'woody', 'warm spicy', 'balsamic', 'conifer']",['Serge Kalouguine'],"L'Eau Trois Eau de ToilettebyDiptyqueis a Woody Spicy fragrance for women and men.L'Eau Trois Eau de Toilettewas launched in 1975. The nose behind this fragrance is Serge Kalouguine. Top notes are Rosemary and Myrtle; middle notes are Myrhh, Spices and Caraway; base notes are Kyara Incense, Pine Tree and Myrhh."
L'Ombre Dans L'Eau Eau de Toilette Diptyquefor women,for women,3.97,"3,731","['fruity', 'green', 'aromatic', 'soft spicy', 'rose', 'fresh spicy', 'woody', 'citrus', 'floral']",['Serge Kalouguine'],L'Ombre Dans L'Eau Eau de ToilettebyDiptyqueis a Floral fragrance for women.L'Ombre Dans L'Eau Eau de Toilettewas launched in 1983. The nose behind this fragrance is Serge Kalouguine.
Ofresia Eau de Toilette Diptyquefor women,for women,3.79,966,"['floral', 'fresh spicy', 'woody']",['Olivia Giacobetti'],Ofresia Eau de ToilettebyDiptyqueis a Floral fragrance for women.Ofresia Eau de Toilettewas launched in 1999. The nose behind this fragrance is Olivia Giacobetti. Top note is Pepper; middle note is Freesia; base note is Woodsy Notes.
Olene Eau de Toilette Diptyquefor women,for women,4.01,"1,655","['white floral', 'floral', 'green', 'yellow floral']",['Serge Kalouguine'],Olene Eau de ToilettebyDiptyqueis a Floral fragrance for women.Olene Eau de Toilettewas launched in 1988. The nose behind this fragrance is Serge Kalouguine. Top notes are Narcissus and Honeysuckle; middle notes are Jasmine and Wisteria; base notes are White Flowers and Green Notes.
Oyedo Eau de Toilette Diptyquefor women and men,for women and men,3.8,"1,995","['citrus', 'aromatic', 'fresh spicy']",['Akiko Kamei'],"Oyedo Eau de ToilettebyDiptyqueis a Citrus Aromatic fragrance for women and men.Oyedo Eau de Toilettewas launched in 2000. The nose behind this fragrance is Akiko Kamei. Top notes are Mandarin Orange, Yuzu, Lemon and Lime; middle note is Thyme; base note is Woodsy Notes."
Philosykos Eau de Toilette Diptyquefor women and men,for women and men,4.3,"1,502","['green', 'woody', 'fresh', 'sweet', 'fruity', 'lactonic']",['Olivia Giacobetti'],Philosykos Eau de ToilettebyDiptyqueis a Aromatic Green fragrance for women and men.Philosykos Eau de Toilettewas launched in 1996. The nose behind this fragrance is Olivia Giacobetti. Top note is Fig; middle note is Fig Leaf; base note is Fig Tree.
Vetyverio Eau de Toilette Diptyquefor women and men,for women and men,3.92,"1,268","['citrus', 'aromatic', 'woody', 'fresh spicy', 'powdery', 'earthy', 'musky', 'rose']",['Olivier Pescheux'],"Vetyverio Eau de ToilettebyDiptyqueis a Floral Woody Musk fragrance for women and men.Vetyverio Eau de Toilettewas launched in 2010. The nose behind this fragrance is Olivier Pescheux. Top notes are Grapefruit, Amalfi Lemon, Bergamot and Mandarin Orange; middle notes are Geranium, Rose, Ylang-Ylang, Carrot Seeds, Nutmeg and Clove; base notes are Vetyver, Musk and Virginia Cedar."
Volutes Eau de Toilette Diptyquefor women and men,for women and men,4.18,"1,374","['sweet', 'amber', 'tobacco', 'warm spicy', 'honey', 'iris', 'fruity', 'balsamic', 'powdery', 'herbal']",['Fabrice Pellegrin'],"Volutes Eau de ToilettebyDiptyqueis a Aromatic fragrance for women and men.Volutes Eau de Toilettewas launched in 2012. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Tobacco, Honey, Iris Flower and Dried Fruits; middle notes are Hay, Immortelle, Saffron, Pink Pepper and Black Pepper; base notes are Benzoin, Opoponax, Myrhh and Styrax."
Essences Insensees Diptyquefor women and men,for women and men,3.99,180,"['powdery', 'yellow floral', 'floral', 'vanilla', 'beeswax', 'honey', 'sweet', 'violet', 'aromatic', 'almond']",['Fabrice Pellegrin'],"Essences InsenseesbyDiptyqueis a Floral fragrance for women and men.Essences Insenseeswas launched in 2014. The nose behind this fragrance is Fabrice Pellegrin. Top notes are Violet and Pink Pepper; middle notes are Mimosa, Heliotrope and Grasse Rose; base notes are Beeswax, Mate and Vanilla."
Essences Insensées 2015 Diptyquefor women and men,for women and men,4.09,116,['white floral'],['Fabrice Pellegrin'],Essences Insensées 2015byDiptyqueis a fragrance for women and men.Essences Insensées 2015was launched in 2015. The nose behind this fragrance is Fabrice Pellegrin.
Essences Insensées Rose de Mai Eau de Parfum Diptyquefor women and men,for women and men,4.36,100,"['rose', 'honey', 'sweet', 'fruity', 'floral', 'fresh']",['Fabrice Pellegrin'],Essences Insensées Rose de Mai Eau de ParfumbyDiptyqueis a Floral fragrance for women and men.Essences Insensées Rose de Mai Eau de Parfumwas launched in 2016. The nose behind this fragrance is Fabrice Pellegrin.
Eau Moheli Diptyquefor women and men,for women and men,4.05,881,"['yellow floral', 'floral', 'warm spicy', 'woody', 'sweet', 'amber', 'soft spicy', 'earthy']",['Olivier Pescheux'],Eau MohelibyDiptyqueis a Floral Woody Musk fragrance for women and men.Eau Moheliwas launched in 2013. The nose behind this fragrance is Olivier Pescheux.
L'Eau de L'Eau Diptyquefor women and men,for women and men,3.83,221,"['warm spicy', 'citrus', 'aromatic', 'fresh spicy', 'cinnamon', 'lavender']",['Olivier Pescheux'],"L'Eau de L'EaubyDiptyqueis a Aromatic fragrance for women and men.L'Eau de L'Eauwas launched in 2008. The nose behind this fragrance is Olivier Pescheux. Top notes are Lemon, Green Mandarin, Grapefruit and Petitgrain; middle notes are Cloves, Ginger, Cinnamon, Lavender, Geranium, Orange Blossom and Pimento; base notes are Benzoin, Patchouli and Tonka Bean."
L'Eau de Neroli Diptyquefor women and men,for women and men,4.02,494,"['citrus', 'white floral', 'aromatic', 'fresh spicy', 'fresh']",['Olivier Pescheux'],"L'Eau de NerolibyDiptyqueis a Citrus Aromatic fragrance for women and men.L'Eau de Neroliwas launched in 2008. The nose behind this fragrance is Olivier Pescheux. Top notes are Citruses, Bergamot, Lemon Verbena, Petitgrain and Tarragon; middle notes are Neroli, Orange Blossom and Egyptian Pelargonium; base notes are Beeswax, White Musk and Cedar."
L'Eau de Tarocco Diptyquefor women and men,for women and men,4.1,321,"['citrus', 'warm spicy', 'rose', 'fresh spicy']",['Olivier Pescheux'],L'Eau de TaroccobyDiptyqueis a Aromatic Spicy fragrance for women and men.L'Eau de Taroccowas launched in 2009. The nose behind this fragrance is Olivier Pescheux.
